name,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,moonphase,pm25
dhaka,2024-07-31,93.8,81.9,85.6,111.4,92.3,99.7,80.0,84.1,0.38,100,66.67,17.4,12.8,124.0,1000.5,79.0,2.8,137.1,11.8,5,30,0.85,114
dhaka,2024-08-01,84.2,78.8,80.7,98.3,78.8,86.8,78.5,93.0,1.807,100,100.0,39.6,17.2,127.8,998.7,97.6,2.4,55.4,4.7,4,10,0.89,59
dhaka,2024-08-02,82.4,78.4,79.8,94.2,78.4,82.8,77.9,94.1,1.392,100,100.0,33.3,13.9,141.2,1001.0,98.6,2.1,77.4,6.7,5,10,0.92,104
dhaka,2024-08-03,87.8,78.4,81.8,108.3,78.4,90.8,78.9,91.1,0.644,100,100.0,23.9,12.8,154.0,1004.0,94.6,2.4,63.9,5.5,3,30,0.96,117
dhaka,2024-08-04,91.4,78.8,84.3,107.1,78.8,94.1,78.1,82.4,0.08,100,50.0,18.1,11.4,159.9,1005.1,69.8,3.2,124.3,10.7,6,30,0.0,103
dhaka,2024-08-05,88.8,80.6,84.0,103.2,86.2,95.5,78.6,84.3,0.461,100,54.17,18.1,13.9,168.7,1004.3,79.2,3.0,188.8,16.2,7,30,0.03,76
dhaka,2024-08-06,89.6,80.6,84.6,108.1,87.1,96.1,78.5,82.5,0.219,100,79.17,19.9,11.4,143.3,1003.0,81.6,3.0,132.9,11.6,5,10,0.06,77
dhaka,2024-08-07,91.0,80.6,84.6,108.1,88.2,96.6,78.9,83.7,0.381,100,83.33,24.4,15.0,149.2,1003.2,74.6,2.8,131.4,11.2,6,30,0.09,87
dhaka,2024-08-08,89.6,80.6,84.2,102.6,88.2,95.1,78.4,83.2,0.355,100,58.33,24.2,13.9,147.4,1005.0,84.3,2.8,141.2,12.2,5,10,0.12,89
dhaka,2024-08-09,89.7,79.5,83.8,105.4,79.5,93.9,78.4,84.4,0.348,100,79.17,24.2,12.8,167.8,1005.8,77.2,2.8,128.8,11.2,6,10,0.16,80
dhaka,2024-08-10,87.9,82.0,84.1,103.5,91.5,96.2,79.0,84.9,0.425,100,66.67,21.5,12.8,172.3,1004.6,85.2,2.7,110.0,9.5,4,30,0.19,108
dhaka,2024-08-11,88.2,82.4,83.8,104.1,92.4,95.8,79.4,86.9,0.638,100,70.83,19.7,8.1,179.2,1003.6,90.1,2.5,126.6,11.0,5,30,0.22,117
dhaka,2024-08-12,87.8,80.5,83.8,108.3,87.9,96.6,80.0,88.5,0.254,100,70.83,18.6,6.9,164.7,1003.9,82.6,2.5,179.1,15.5,8,30,0.25,128
dhaka,2024-08-13,91.4,81.9,85.3,110.9,92.9,99.8,80.4,85.8,0.381,100,66.67,15.7,6.9,147.4,1004.4,86.3,2.6,127.9,11.1,6,30,0.29,146
dhaka,2024-08-14,93.8,82.0,86.9,112.4,92.4,101.9,79.9,80.5,0.024,100,25.0,16.8,11.4,134.6,1004.1,69.0,2.9,204.2,17.6,7,30,0.32,115
dhaka,2024-08-15,93.2,82.4,87.0,110.9,92.4,101.0,79.1,78.2,0.06,100,45.83,20.4,11.4,145.7,1003.1,60.0,2.9,204.6,17.5,7,30,0.35,109
dhaka,2024-08-16,89.2,78.8,83.8,102.1,78.8,94.7,78.6,84.8,0.151,100,70.83,21.0,18.3,115.8,1002.5,83.8,2.7,126.2,10.9,4,30,0.39,76
dhaka,2024-08-17,88.7,78.8,82.6,102.4,78.8,90.2,76.3,81.7,0.223,100,66.67,21.9,16.1,72.0,1003.0,84.9,2.6,124.0,10.5,6,10,0.42,42
dhaka,2024-08-18,86.0,78.3,81.7,101.9,78.3,89.0,78.0,88.7,0.187,100,91.67,19.9,13.9,107.2,1003.0,92.3,2.7,110.6,9.6,4,30,0.45,64
dhaka,2024-08-19,82.4,78.8,80.0,92.4,78.8,83.9,77.1,90.9,2.004,100,100.0,26.4,11.4,87.4,1002.2,96.7,2.5,31.2,2.9,1,10,0.48,67
dhaka,2024-08-20,89.7,78.8,83.2,105.5,78.8,91.9,78.4,85.9,0.513,100,91.67,22.4,10.3,191.6,1003.3,88.8,2.7,91.5,7.8,3,30,0.5,101
dhaka,2024-08-21,83.0,78.8,81.3,95.1,78.8,90.4,79.5,94.4,1.427,100,100.0,20.6,8.1,147.1,1004.6,97.3,2.1,37.1,3.3,2,30,0.55,114
dhaka,2024-08-22,81.3,78.8,80.4,89.0,78.8,87.0,78.6,94.1,1.242,100,100.0,19.0,12.8,131.4,1004.1,100.0,2.4,59.1,5.2,3,30,0.59,122
dhaka,2024-08-23,87.8,80.2,82.5,105.2,87.1,92.4,78.7,88.6,0.144,100,70.83,18.6,11.4,136.3,1005.3,90.6,2.7,101.4,8.8,5,10,0.62,86
dhaka,2024-08-24,90.4,80.6,84.5,105.2,87.1,94.8,77.5,80.1,0.167,100,50.0,21.9,9.2,135.6,1005.2,67.5,2.8,193.6,16.7,7,30,0.66,83
dhaka,2024-08-25,86.1,78.8,81.1,97.6,78.8,86.9,77.6,89.3,0.405,100,83.33,21.7,12.8,100.4,1002.8,91.2,2.5,126.3,11.1,4,10,0.69,55
dhaka,2024-08-26,85.4,78.0,80.7,98.4,78.0,85.7,77.3,89.6,0.672,100,83.33,26.8,12.8,128.5,1003.4,94.9,2.5,94.1,8.2,4,10,0.75,92
dhaka,2024-08-27,88.5,78.8,82.9,102.4,78.8,92.0,78.1,85.8,0.263,100,75.0,19.9,9.2,130.9,1005.7,72.6,2.7,164.8,14.3,7,30,0.76,95
dhaka,2024-08-28,88.0,80.6,83.9,105.5,88.2,95.1,78.8,85.0,0.095,100,33.33,13.4,8.1,153.4,1005.1,62.9,2.6,164.9,14.3,7,30,0.8,122
dhaka,2024-08-29,93.9,80.2,87.0,109.6,87.1,99.9,78.5,77.1,0.087,100,12.5,14.1,15.3,214.5,1004.2,52.1,2.8,236.1,20.6,7,30,0.83,131
dhaka,2024-08-30,94.0,79.5,87.0,113.6,79.5,99.6,78.5,76.9,0.044,100,25.0,13.9,11.4,146.9,1004.3,66.2,2.8,239.4,20.7,8,30,0.87,105
dhaka,2024-08-31,91.8,82.4,86.7,110.9,92.4,99.9,78.4,76.8,0.496,100,41.67,23.5,12.8,151.2,1005.0,65.6,3.1,219.1,19.0,8,30,0.9,90
dhaka,2024-09-01,90.0,80.6,85.2,106.6,88.2,97.9,79.1,82.3,0.142,100,54.17,16.3,9.2,126.5,1006.4,75.1,2.6,164.4,14.2,8,30,0.94,99
dhaka,2024-09-02,89.6,81.9,85.0,108.1,92.8,98.8,79.9,85.2,0.016,100,16.67,12.1,6.9,208.7,1006.3,71.8,2.5,237.2,20.4,8,30,0.97,132
dhaka,2024-09-03,87.8,75.2,82.5,102.4,75.2,92.4,78.8,89.0,0.34,100,70.83,13.0,11.4,134.4,1006.5,89.7,2.5,110.7,9.5,5,30,0.0,118
dhaka,2024-09-04,94.0,80.6,85.9,110.4,88.2,98.9,79.2,81.4,0.146,100,50.0,13.0,11.4,212.1,1003.9,74.5,3.4,191.0,16.5,6,30,0.04,111
dhaka,2024-09-05,89.8,80.5,84.8,108.5,88.0,98.7,80.3,86.9,0.281,100,50.0,13.2,8.1,15.8,1002.6,67.3,2.8,202.2,17.4,6,30,0.07,126
dhaka,2024-09-06,92.8,80.6,85.7,105.1,86.2,97.4,77.9,78.5,0.19,100,33.33,16.6,9.2,311.8,1003.2,69.6,2.9,195.1,16.7,7,60,0.11,118
dhaka,2024-09-07,93.2,78.8,86.9,117.1,78.8,102.6,80.5,81.8,0.364,100,58.33,15.0,6.9,198.5,1002.8,72.7,2.5,186.9,16.0,6,60,0.14,157
dhaka,2024-09-08,94.6,82.0,87.8,110.4,91.6,102.1,78.9,75.8,0.787,100,45.83,15.9,9.2,154.9,1003.3,63.8,2.9,208.7,18.1,9,30,0.17,100
dhaka,2024-09-09,93.0,83.2,87.3,107.8,94.8,100.4,78.2,75.4,0.071,100,20.83,22.4,13.9,141.2,1001.9,48.8,2.8,214.5,18.5,8,60,0.21,82
dhaka,2024-09-10,92.1,78.8,85.4,111.5,78.8,98.5,79.4,82.9,0.024,100,20.83,20.1,12.8,143.8,1002.2,72.9,2.8,211.7,18.2,7,30,0.24,93
dhaka,2024-09-11,93.2,82.4,87.5,113.6,92.4,104.4,80.6,80.5,0.167,100,33.33,19.2,8.1,148.8,1002.3,59.1,3.0,209.7,18.2,8,60,0.25,126
dhaka,2024-09-12,96.2,82.4,89.2,117.1,94.2,105.4,79.8,75.3,0.548,100,37.5,22.1,11.4,349.4,1000.8,80.7,2.8,232.8,20.2,9,60,0.31,115
dhaka,2024-09-13,92.2,80.5,87.0,108.1,85.9,98.7,77.0,72.8,0.15,100,29.17,20.1,18.3,67.0,998.6,76.7,2.8,155.8,13.4,6,30,0.34,55
dhaka,2024-09-14,81.4,77.0,78.8,87.6,77.0,79.3,76.3,92.0,2.067,100,100.0,36.7,19.7,111.1,997.9,97.4,2.3,41.0,3.4,2,10,0.37,39
dhaka,2024-09-15,80.6,77.0,79.0,88.2,77.0,80.8,77.4,94.9,2.035,100,100.0,38.5,18.3,117.3,999.4,98.9,2.1,28.0,2.6,1,10,0.4,61
dhaka,2024-09-16,90.3,76.5,82.6,103.0,76.5,90.3,77.6,85.5,0.13,100,37.5,29.5,15.0,136.3,1003.1,86.8,2.5,185.7,16.1,7,30,0.44,111
dhaka,2024-09-17,93.4,78.8,85.8,110.9,78.8,96.6,78.2,79.2,0.02,100,16.67,17.7,9.2,171.4,1005.2,57.6,2.6,234.1,20.2,8,30,0.47,136
dhaka,2024-09-18,93.4,81.9,87.9,113.6,92.3,103.2,79.6,77.3,0.052,100,33.33,9.8,8.1,293.5,1004.0,59.3,2.7,227.3,19.5,7,60,0.5,153
dhaka,2024-09-19,96.8,84.2,90.0,118.6,98.3,108.9,81.0,76.3,0.112,100,54.17,13.6,9.2,310.4,1003.0,52.0,2.8,221.6,19.2,8,60,0.54,154
dhaka,2024-09-20,98.1,86.0,91.4,118.6,104.8,111.8,81.3,73.7,0.008,100,8.33,11.6,9.2,313.7,1002.9,42.3,2.8,228.4,19.5,8,60,0.57,150
dhaka,2024-09-21,89.6,78.8,84.1,108.3,78.8,94.5,76.9,79.2,0.016,100,16.67,15.9,25.3,286.0,1004.4,65.2,2.6,191.7,16.7,7,60,0.61,103
dhaka,2024-09-22,96.2,78.8,87.2,111.0,78.8,96.8,76.3,71.5,0.0,0,0.0,13.6,6.9,30.7,1002.8,37.4,2.8,251.2,21.7,8,60,0.64,104
dhaka,2024-09-23,96.7,85.2,88.7,121.2,100.9,108.8,81.9,80.7,0.0,0,0.0,17.7,8.1,190.4,1003.1,69.4,2.5,168.8,14.6,5,60,0.68,174
dhaka,2024-09-24,93.8,82.4,86.8,107.8,92.4,100.5,79.0,78.6,0.245,100,45.83,24.8,11.4,137.5,1004.8,76.5,2.8,184.4,15.9,7,30,0.71,83
dhaka,2024-09-25,82.5,78.8,80.7,92.6,78.8,87.9,78.5,93.1,1.117,100,95.83,23.7,18.3,134.2,1006.6,90.4,2.4,86.6,7.3,3,10,0.75,76
dhaka,2024-09-26,80.6,76.6,78.9,87.8,76.6,80.3,76.9,93.6,1.001,100,100.0,20.1,11.4,125.2,1008.8,92.4,2.2,60.6,5.4,3,10,0.78,95
dhaka,2024-09-27,86.8,78.3,81.2,100.1,78.3,87.6,78.0,90.2,0.25,100,58.33,20.8,10.3,142.3,1009.7,84.6,2.4,170.7,14.9,7,30,0.81,108
dhaka,2024-09-28,92.9,78.8,85.0,107.8,78.8,95.4,78.5,81.7,0.127,100,41.67,19.9,9.2,190.6,1009.3,56.9,2.8,181.0,15.6,8,30,0.85,91
dhaka,2024-09-29,90.4,78.8,85.2,109.7,78.8,99.3,80.3,85.9,0.096,100,54.17,16.8,8.1,240.0,1008.2,77.0,2.7,161.1,13.9,6,60,0.88,106
dhaka,2024-09-30,88.8,82.4,84.7,108.3,94.2,100.7,81.7,90.8,0.502,100,75.0,16.3,5.8,242.6,1006.9,89.5,2.4,180.1,15.6,6,60,0.91,161
dhaka,2024-10-01,93.8,78.8,84.2,114.4,78.8,96.1,79.6,86.6,0.804,100,66.67,15.7,8.1,219.9,1004.5,88.3,2.4,131.8,11.4,5,30,0.95,148
dhaka,2024-10-02,91.0,78.8,84.0,108.1,78.8,95.5,79.5,87.0,0.351,100,58.33,11.0,8.1,305.1,1003.0,86.0,2.2,210.4,18.3,8,30,0.98,135
dhaka,2024-10-03,82.4,78.8,80.3,92.4,78.8,86.1,78.2,93.5,2.514,100,91.67,18.8,10.3,139.4,1003.1,98.7,2.2,28.4,2.4,2,10,0.0,100
dhaka,2024-10-04,87.8,76.9,81.0,105.2,76.9,88.1,78.2,91.5,1.002,100,91.67,20.4,12.8,167.7,1005.0,93.2,2.4,63.1,5.4,3,30,0.05,115
dhaka,2024-10-05,80.6,77.0,79.0,88.2,77.0,81.3,77.2,94.4,1.047,100,79.17,18.6,8.1,153.3,1007.8,95.4,2.2,192.9,16.7,8,30,0.08,133
dhaka,2024-10-06,89.6,79.5,83.7,105.2,79.5,93.2,78.1,84.0,0.234,100,54.17,18.8,8.1,155.4,1010.4,84.9,2.5,191.1,16.6,7,30,0.12,117
dhaka,2024-10-07,91.4,80.5,82.9,110.9,87.1,92.5,78.4,86.8,0.088,100,50.0,12.1,5.8,120.4,1012.5,84.9,2.6,190.4,16.5,7,30,0.15,147
dhaka,2024-10-08,91.5,78.8,83.0,106.4,78.8,91.4,78.1,86.1,0.068,100,37.5,13.9,13.9,342.0,1012.2,67.5,2.5,179.1,15.6,7,30,0.19,123
dhaka,2024-10-09,90.4,77.1,81.4,102.4,77.1,87.6,77.6,88.6,0.104,100,41.67,14.1,11.4,115.7,1010.4,77.5,2.5,192.8,16.6,7,30,0.22,150
dhaka,2024-10-10,89.6,77.0,82.5,105.2,77.0,89.5,77.0,84.1,0.726,100,62.5,15.7,5.8,193.5,1009.2,80.8,2.5,151.4,12.9,7,30,0.25,141
dhaka,2024-10-11,90.4,77.0,83.4,103.9,77.0,91.9,77.2,82.3,0.405,100,87.5,17.2,16.1,235.3,1008.8,70.4,2.4,173.2,14.9,7,30,0.25,105
dhaka,2024-10-12,89.6,78.7,83.1,105.2,78.7,90.0,76.8,82.0,0.182,100,50.0,15.7,8.1,215.9,1010.2,85.6,2.6,189.9,16.4,7,30,0.32,154
dhaka,2024-10-13,91.6,78.8,84.5,100.3,78.8,92.0,75.9,76.8,0.0,0,0.0,9.6,5.8,40.9,1010.7,51.2,2.4,242.3,21.0,8,30,0.36,178
dhaka,2024-10-14,91.0,78.8,84.0,102.8,78.8,90.9,75.4,77.1,0.0,0,0.0,11.6,8.1,296.8,1010.4,54.4,2.2,196.2,16.8,7,10,0.39,176
dhaka,2024-10-15,89.1,78.3,83.2,95.9,78.3,88.5,73.9,74.6,0.0,0,0.0,12.8,5.8,323.6,1010.0,53.5,2.2,179.5,15.5,6,10,0.42,178
dhaka,2024-10-16,89.6,78.8,83.7,100.3,78.8,90.1,75.5,77.3,0.0,0,0.0,10.7,6.9,109.8,1010.3,61.2,2.0,203.2,17.6,7,10,0.46,228
dhaka,2024-10-17,86.8,78.8,82.1,97.9,78.8,89.0,76.5,83.5,0.064,100,20.83,10.5,6.9,82.1,1010.5,82.0,2.0,107.5,9.2,4,10,0.5,195
dhaka,2024-10-18,86.2,77.0,80.4,99.4,77.0,85.0,77.3,90.7,0.901,100,50.0,15.2,6.9,59.6,1009.9,90.8,2.0,159.0,13.7,7,10,0.53,166
dhaka,2024-10-19,89.0,77.0,82.4,97.8,77.0,87.8,76.1,82.5,0.147,100,54.17,15.4,5.8,288.3,1010.7,78.1,2.3,145.5,12.5,6,30,0.56,171
dhaka,2024-10-20,89.1,77.0,82.0,95.9,77.0,86.1,74.4,79.1,0.0,0,0.0,14.3,8.1,0.1,1011.5,55.2,2.4,196.4,16.9,7,10,0.59,162
dhaka,2024-10-21,89.8,77.0,82.6,97.2,77.0,86.2,72.7,74.1,0.0,0,0.0,7.6,5.8,348.9,1010.2,52.6,2.4,237.9,20.4,8,10,0.63,170
dhaka,2024-10-22,93.3,77.8,85.0,103.2,77.8,93.2,76.2,76.3,0.004,100,4.17,11.9,6.9,2.8,1009.8,34.1,2.5,214.5,18.6,8,30,0.66,151
dhaka,2024-10-23,87.8,78.8,82.4,102.4,78.8,90.2,76.8,83.7,0.666,100,50.0,13.2,12.8,53.8,1009.5,86.6,2.5,44.8,3.8,2,10,0.69,127
dhaka,2024-10-24,81.8,73.1,77.3,87.7,73.1,78.7,73.3,87.6,0.622,100,100.0,28.4,13.9,65.3,1009.4,92.6,2.3,52.4,4.6,4,10,0.75,57
dhaka,2024-10-25,89.2,74.8,81.2,100.3,74.8,86.5,74.6,80.9,0.1,100,41.67,25.3,10.3,97.3,1008.5,86.8,2.6,161.8,14.0,7,10,0.76,101
dhaka,2024-10-26,90.6,78.8,83.5,99.9,78.8,90.8,76.1,79.5,0.044,100,29.17,17.0,9.2,122.1,1008.8,69.1,2.6,162.2,13.8,6,10,0.79,143
dhaka,2024-10-27,91.4,78.4,83.9,100.5,78.4,90.6,75.6,77.4,0.0,0,0.0,8.5,6.9,278.3,1008.3,37.1,2.4,203.8,17.6,7,10,0.82,167
dhaka,2024-10-28,91.8,78.4,84.5,98.7,78.4,90.4,73.7,71.4,0.0,0,0.0,10.5,8.1,331.4,1007.4,40.1,2.5,225.7,19.6,8,10,0.86,161
dhaka,2024-10-29,92.6,76.5,83.9,99.4,76.5,89.5,74.2,74.0,0.016,100,12.5,9.6,6.9,278.0,1008.3,42.6,2.5,181.3,15.7,7,10,0.89,185
dhaka,2024-10-30,91.0,79.0,84.8,100.3,79.0,93.3,75.9,75.6,0.024,100,25.0,11.6,5.8,273.2,1009.6,45.9,2.1,172.5,14.9,6,10,0.92,180
dhaka,2024-10-31,90.9,80.6,84.6,102.6,87.1,94.0,76.6,77.7,0.02,100,8.33,12.8,5.8,250.4,1010.3,43.4,2.5,173.3,14.9,7,10,0.96,149
dhaka,2024-11-01,91.0,78.9,83.9,98.9,78.9,90.3,74.5,74.7,0.032,100,29.17,13.9,9.2,353.4,1011.3,50.7,2.4,182.6,15.8,7,10,0.0,175
dhaka,2024-11-02,89.8,75.9,82.8,96.4,75.9,87.1,73.1,73.8,0.0,0,0.0,11.6,9.2,343.4,1012.1,38.3,2.4,193.8,16.9,7,10,0.02,169
dhaka,2024-11-03,89.0,76.6,82.0,93.9,76.6,85.5,72.9,75.0,0.0,0,0.0,11.9,5.8,34.0,1012.0,40.8,2.2,202.6,17.5,8,10,0.06,170
dhaka,2024-11-04,89.8,74.8,82.3,92.7,74.8,85.2,71.2,71.3,0.0,0,0.0,10.1,5.8,48.3,1012.0,18.4,2.4,201.0,17.4,7,10,0.09,165
dhaka,2024-11-05,90.4,75.2,81.9,93.6,75.2,84.0,69.9,68.8,0.144,100,50.0,10.1,13.9,39.2,1012.6,47.4,2.5,154.8,13.4,6,10,0.13,152
dhaka,2024-11-06,86.2,70.6,77.5,88.4,70.6,78.3,67.5,73.1,0.028,100,16.67,11.9,16.1,111.2,1013.3,68.0,2.6,177.7,15.4,7,60,0.16,123
dhaka,2024-11-07,87.4,72.3,79.7,90.4,72.3,81.5,69.1,71.4,0.012,100,12.5,13.0,5.8,68.9,1012.8,26.8,2.6,180.7,15.5,7,30,0.2,145
dhaka,2024-11-08,88.6,74.0,80.4,91.0,74.0,81.4,67.2,65.9,0.0,0,0.0,16.6,8.1,55.7,1012.7,5.2,2.6,200.5,17.2,7,10,0.23,120
dhaka,2024-11-09,88.4,73.0,79.8,89.8,73.0,80.4,65.8,64.3,0.0,0,0.0,14.1,9.2,28.2,1012.6,0.0,2.7,200.6,17.1,7,10,0.25,96
dhaka,2024-11-10,87.8,71.7,80.0,90.4,71.7,81.0,66.9,65.8,0.0,0,0.0,11.6,4.7,56.6,1013.0,11.1,2.6,200.6,17.3,7,10,0.3,132
dhaka,2024-11-11,89.6,71.8,81.0,91.2,71.8,82.0,66.6,63.7,0.0,0,0.0,10.5,8.1,4.4,1012.5,21.6,2.7,179.9,15.6,7,10,0.34,131
dhaka,2024-11-12,89.4,74.2,81.2,88.4,74.2,81.7,64.1,57.7,0.0,0,0.0,12.8,5.8,335.9,1011.8,31.1,2.6,183.9,15.9,7,10,0.37,152
